loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
28663,10.978563635863079,121350,8,368,36,47055,60,0
39646,17.807508672177015,197696,10,598,26,28102,60,1
31977,24.33930254326801,36427,32,828,52,13044,48,1
30168,6.10100948471161,184348,18,653,21,31309,36,1
26471,22.333378843367665,91643,33,451,62,18239,36,0
23687,21.205897434552423,154511,6,629,59,2435,36,1
1851,10.787002397824706,98672,30,415,49,43934,24,0
19071,22.033825331033718,37300,1,841,63,23164,24,0
7833,28.504579781302066,80289,18,622,23,35866,36,1
12938,6.169646124294212,168254,37,528,45,3386,48,0
36195,12.991301382301563,177981,31,659,45,5440,12,1
27144,15.954417916658882,39659,9,304,57,45503,24,1
5000,27.48150897311724,182475,7,327,68,42776,36,1
6052,29.056536165228916,184658,25,663,46,6436,60,1
36506,16.10288116240831,30360,29,761,59,7403,24,0
29074,23.75071030355478,41424,10,530,22,23242,12,0
39155,18.291525594112073,118035,19,694,22,43464,24,1
41770,18.444573368534414,68791,19,570,54,2939,12,1
33320,11.95248787665891,154137,8,603,58,17222,12,0
39304,10.423906146596988,32300,7,682,45,27277,24,0
47247,12.20013364810103,53370,14,327,58,21143,12,1
4913,18.908200181426984,47209,33,818,64,3138,24,0
18450,5.728879650552225,40927,23,498,26,49327,24,0
25107,27.681223608910145,54579,32,381,46,20989,48,1
21764,8.907092738744407,29032,39,387,31,3162,60,0
44404,10.502216921784663,113254,26,689,55,2752,12,1
21491,17.95690441119116,98413,20,750,69,25765,24,0
39494,22.752869158431984,191803,4,732,57,45657,12,0
4373,7.393226368609932,133528,34,673,51,837,24,0
13161,12.942367438679055,143916,20,734,54,28474,24,0
32996,29.21686513935893,92302,3,486,66,12043,24,1
28122,11.558574169523641,105757,15,689,59,48565,60,0
35850,12.826253626578673,176174,30,517,31,47154,12,1
28350,25.912462265450838,185505,25,407,35,35501,60,1
28472,6.255360792261381,35932,34,849,50,44770,60,1
29761,16.61532922022427,45714,5,648,51,47369,60,0
26351,14.490419111291756,77803,32,821,45,24072,60,1
24132,12.914668997716278,190815,20,325,53,37974,48,0
16305,12.142489851119112,153624,15,347,62,2653,12,0
10817,7.28435262151023,76627,38,669,65,22524,12,0
12261,12.870645733791221,197059,33,313,54,19733,24,1
1417,6.076310067891715,99810,14,486,40,36078,12,0
42576,24.524096591110883,65380,5,823,59,37448,60,1
21358,14.95569484895029,180322,1,578,34,18770,36,1
4267,16.09759580799779,84686,23,640,28,37959,12,0
18209,27.33986466125329,140321,27,627,49,49525,36,1
25052,21.451374596530517,65028,0,324,54,37443,48,1
39513,5.201477583552995,166367,0,828,32,12804,24,1
27092,28.579370574032126,133141,27,725,21,16210,24,1
12338,10.92861164944278,75248,35,328,56,34029,24,0
1412,7.690354618996471,30523,19,622,47,7633,48,0
8543,24.203204459522055,65530,7,612,27,8312,60,0
41355,17.511932896667954,33769,0,569,40,38300,36,1
34496,15.844264150450439,132035,25,594,41,20229,12,1
24548,11.237576992068544,195717,24,522,53,2884,60,1
28384,18.686787246557966,176629,9,374,69,43577,24,1
45425,11.859615130064686,99782,11,401,22,20522,24,0
39756,27.53957513217669,98382,6,831,54,5623,60,1
19888,10.38011199332982,188157,11,472,60,11460,36,1
36735,27.10887876139384,130939,39,303,36,10234,60,1
48295,18.985135643183924,164542,16,778,54,18503,48,1
49816,25.712203347381024,98712,4,694,25,24100,24,1
18506,22.821149896523874,138643,13,466,24,16874,36,0
21463,22.417377785918713,127417,33,599,57,46905,12,0
18955,13.108645192376393,157877,16,417,30,29420,24,0
38841,10.847423286805087,148256,34,811,54,35813,60,1
6104,10.272155692019703,121422,0,474,44,382,36,0
35911,26.429791426489718,109300,35,458,35,49956,24,1
24190,25.5106705064755,26630,14,683,41,38353,12,1
8357,16.014338200307684,144474,18,526,58,9369,12,0
33479,8.310115337411364,118869,4,337,19,34985,60,0
45811,14.556306299436459,35701,18,762,33,42255,48,0
37208,20.483586353422787,165931,38,730,31,23661,60,1
21150,16.360078861998822,172255,4,403,34,45486,36,0
6644,24.504731712074875,191510,11,492,23,47883,60,1
44286,29.940570556284637,117285,18,549,52,650,36,1
48320,9.778302211222421,137556,11,312,34,40937,48,1
3914,16.49127049148931,193316,35,687,62,21299,60,0
22352,15.774597548020552,35021,11,370,55,26862,12,1
47352,12.612313318723771,199115,17,737,57,31153,36,0
45912,9.95238791800724,84361,33,343,23,16312,36,1
15397,6.6423029122414805,152317,32,571,65,10943,12,0
42555,27.17798293059246,192083,17,313,55,3198,60,1
47959,15.49621744215794,30355,28,670,66,17325,48,1
1728,17.422387962501222,118841,4,411,38,8732,24,1
1698,27.923551205022896,199764,24,678,52,5805,60,1
40954,24.407261937898696,180786,23,613,40,18913,60,0
48280,8.262531602929606,37198,28,714,29,1202,36,0
14923,19.13549919019356,86951,37,784,46,17034,36,1
17779,16.05630691298898,152724,32,468,44,3006,48,0
8400,24.93027681446907,194697,9,545,23,8505,48,1
25466,23.10581369029873,38740,36,565,38,20498,48,1
37939,22.2601430477768,23810,32,542,24,42143,12,1
5360,13.513620886997423,143743,22,599,60,45873,24,0
36270,25.12409325998136,167641,10,626,58,16505,24,1
18101,6.309782389871531,119855,23,829,33,6603,48,0
33307,8.990622535804182,46783,23,641,22,24744,36,1
6486,13.390581824447793,141701,6,548,32,3682,24,0
9335,6.920186026732032,98047,20,679,38,13460,60,1
22364,10.87485693836729,29471,19,831,21,13559,12,0
38259,25.753774574947954,130771,9,680,22,28544,36,0
24576,28.706288444751983,26163,24,341,24,6864,12,1
32667,12.615058894354762,82071,35,644,52,23778,60,1
12130,11.612895099720955,36065,14,560,53,14234,24,0
22972,11.997316306160673,142323,39,605,32,28593,12,1
41419,11.942977183771095,137969,39,539,45,44657,12,1
2167,5.898254554649325,103456,5,612,19,1729,12,0
28192,28.172908658277702,199420,36,740,22,44515,60,1
2062,10.34245353925821,39154,1,432,24,22336,36,0
19540,15.500101852035124,125703,11,350,39,34936,36,1
25244,5.2421720685241935,40229,3,691,66,12413,60,0
22545,26.44887727287643,72587,22,822,48,47652,12,0
22689,23.27893361137293,69713,12,807,49,29764,12,0
12174,28.66890087934258,178069,16,653,25,45741,48,1
23925,24.540386979909975,41101,30,694,58,7668,24,1
38497,12.842662801301632,60391,15,395,59,13260,24,1
10348,11.19683396821059,92723,25,405,28,11308,36,0
24714,22.442907688832324,186020,27,812,18,8896,60,1
39102,14.102819375262486,120264,0,541,64,39408,12,0
9924,19.15537539381541,57921,11,787,57,19283,24,1
38098,5.1564367756617555,48460,36,814,36,19591,60,1
25394,6.547142542011882,172143,19,360,61,25282,60,1
7801,18.38419852954128,199354,1,715,55,13919,12,0
38614,19.151791161204127,111725,35,593,59,7674,60,0
7731,23.786323611483592,78445,14,601,54,30699,24,0
49136,8.299132990599043,102208,37,469,24,30840,48,0
24625,17.829577093919468,126283,21,340,56,18392,24,0
18337,9.861191110792216,105779,31,530,42,31960,48,0
36307,7.329902989067367,23060,19,708,39,4721,60,1
8056,15.262394851513864,145806,35,596,44,29197,24,1
12516,9.08341620222643,33731,32,754,58,26173,12,0
45261,10.544549454807964,97830,14,356,64,1066,60,0
2542,12.938864496737544,135871,2,539,55,42906,12,0
22677,11.484710018579907,40719,28,475,65,27375,48,0
47732,7.1897824351486594,198114,26,362,56,1918,36,1
40081,7.247906121492557,69116,4,437,32,9457,36,0
28569,9.831235380854205,46325,30,753,19,10726,48,1
24322,6.263979698988473,173669,21,748,25,14282,36,1
20065,20.66142549192318,34551,34,525,61,24815,60,0
18924,12.18316791272255,113287,6,742,60,22594,60,0
23556,11.993649194226776,44278,5,505,23,7448,24,0
27962,13.299957355944128,35141,25,326,37,1142,60,1
29295,21.56990685524304,87913,0,756,44,20232,36,1
14807,26.765847037087262,53615,18,406,62,1415,12,1
43348,23.97717331389096,142058,6,743,40,6374,24,0
27432,23.188230755627373,132684,35,335,65,26974,12,0
18749,17.10977964002123,47452,11,454,57,33528,36,1
42459,22.345138924185292,173797,19,468,34,3642,12,1
27256,18.81905920083958,70391,22,571,30,17936,36,0
41262,10.406263204663222,140288,24,846,21,31914,60,0
38080,10.214709193526268,133535,29,719,37,9347,24,1
2324,12.409800171882086,162770,28,483,59,24932,48,1
26731,27.770066774245333,106711,30,536,42,23593,36,0
36909,18.685371009493146,97850,17,808,39,1328,60,0
24803,23.347634425046735,129733,18,740,69,18760,12,0
20870,13.66396899541369,22365,3,421,65,19625,60,1
35578,15.192894266630631,117662,0,716,34,26567,12,0
7588,8.139139465931285,63372,14,834,57,12063,12,0
39069,9.28237394554176,64134,7,674,28,31630,12,1
27790,25.68391387065364,57823,14,625,42,26961,12,1
26289,19.62096579222205,91158,14,779,22,3140,24,1
29178,13.438311647095473,116076,38,449,38,17265,12,1
29710,25.07128022488865,153021,21,789,43,8730,24,0
16485,11.162997640949575,69396,17,452,33,14057,48,1
45482,29.400817465005094,128336,15,316,57,3557,24,1
21652,13.620440193654243,51912,1,647,38,29114,12,0
5748,13.43277385378069,76947,35,758,65,13211,48,0
22233,12.79779763841763,64387,19,501,49,47154,60,1
10435,8.052787898107198,36508,15,722,21,18580,24,0
4709,7.7784286833003105,65592,2,579,55,18334,60,0
31355,21.202625863353084,129249,29,721,25,9802,48,0
14116,26.877951113951173,21919,1,764,26,22321,24,1
26470,24.763012756791838,62595,34,654,62,35931,12,1
43344,8.527689850533777,160689,25,677,34,37231,24,1
43918,18.63955304480166,53298,4,423,58,4007,12,0
40298,7.6397886494159994,158001,1,379,30,4675,36,1
43956,6.132366090326936,34456,19,532,26,14058,24,0
15683,21.40964648461918,129599,33,779,23,49001,24,1
1504,18.37880834200876,106676,33,453,44,37519,60,0
34982,7.050592130286772,103721,19,708,59,6219,60,1
35299,5.873481160149711,57924,24,330,54,15445,48,0
29016,29.743910335233366,44240,19,802,56,8418,12,1
24960,5.750533303726797,107381,24,670,60,23914,60,0
34591,16.11320632625399,29228,13,622,41,29630,48,0
18312,17.615475615192388,41686,38,631,26,40503,12,0
38797,7.932003695011126,31920,11,542,59,41551,12,0
47196,9.226544460992907,27432,4,729,28,28695,12,0
3105,13.795125160258813,130507,1,481,52,30434,36,1
37395,24.041896905341567,150509,15,772,46,14456,12,0
46740,17.677060601506668,91725,29,675,25,30185,48,1
23700,20.947546863824037,184982,37,380,34,24156,12,0
35620,29.62936387726687,141764,23,849,24,45908,12,1
38678,24.200135882830242,181298,29,719,29,43631,48,1
21559,15.859037453530442,79099,36,766,65,47993,24,0
28509,16.16104804491372,132557,38,727,32,2078,12,1
28860,20.469301926025125,106760,10,356,46,30350,48,1
12003,21.63413021047261,38013,13,621,62,44910,60,1
22732,17.517773145916784,41446,22,841,67,12073,48,0
26826,21.1215305703745,125209,15,794,67,23778,36,1
31354,5.588312360352469,122261,20,565,41,23397,60,1
14843,15.740571597421104,115739,3,526,54,3321,24,0
45472,11.973451901836919,20557,32,353,31,12337,24,1
49529,8.22936113107776,181738,13,303,28,47829,48,0
7190,7.488662820219378,188461,18,738,52,6011,48,0
18640,20.079804140366686,198772,4,609,34,39855,12,1
39413,18.090013678815293,150878,35,388,44,9996,12,1
43356,11.33960292490923,119143,30,619,61,34498,36,1
45597,16.773751469312863,44578,17,674,20,46845,12,1
41821,17.305807879560206,94779,30,800,19,20046,48,1
4330,9.875224510965396,160668,29,533,21,21494,48,0
20087,21.302326547041265,77500,20,636,35,6618,12,0
42430,24.52298390965226,92534,29,484,37,6899,36,1
25504,24.786588522237974,30129,3,737,38,31322,48,0
8114,20.061745767586377,31596,4,479,31,33797,36,0
14323,17.790964562975354,85355,9,375,25,15128,48,1
35121,6.5251785751348725,32974,26,571,19,33179,36,1
11975,12.195782471290146,132004,15,354,43,1981,36,0
12023,7.331786169454247,146794,29,376,36,42307,36,1
22447,29.09557902196184,90202,12,595,59,34073,12,1
25933,8.377003655644017,94442,35,518,45,12478,24,1
24959,8.794385246277551,172890,20,576,46,46014,36,1
1667,27.239415458262304,194318,39,565,22,26429,36,1
30703,28.598207086911447,75598,14,342,60,37363,48,1
10337,24.145725980872747,153726,19,660,45,49967,24,0
47427,5.135123091816746,53758,19,527,58,11697,48,1
37487,5.0336567739140925,44204,4,526,65,15422,48,0
20129,14.45251924468627,147309,31,362,43,42436,36,1
41251,8.584884250272314,186000,5,470,22,38380,60,1
32921,5.4596535537899324,50552,29,606,32,30341,24,0
34307,16.601667235112615,161408,25,333,63,2037,48,0
28355,28.576547435174287,67037,36,429,26,9522,60,0
38732,13.095489372560785,167278,12,693,49,21259,60,0
5835,21.52851696071741,54831,28,450,69,11998,48,1
21159,21.305883828311018,63563,4,683,43,7086,36,1
39810,11.277002591629195,38361,24,316,54,1149,12,1
48605,21.260631220596608,61335,12,313,32,22792,48,1
41080,10.308349357172283,94469,23,380,58,16390,36,1
39088,8.050185339422226,45816,30,506,21,34204,24,0
14216,22.534582138992253,166691,19,503,53,36018,36,0
36547,7.836020427597918,112479,7,678,37,28115,60,0
32471,29.922730464733885,46819,8,843,44,24047,24,1
18308,9.586310028755733,162813,20,322,38,17078,24,0
28532,19.85354656891144,142330,19,461,39,21471,12,1
35349,15.284364285314734,28798,14,443,24,14263,12,0
46445,8.159660560141678,176215,25,403,64,4843,48,0
6713,5.696097689435335,69695,10,681,48,12433,36,0
5804,20.56830705732083,183819,36,754,34,11559,48,0
11136,25.168939094728152,149544,10,716,67,4952,12,0
1009,26.0503915376686,172254,26,623,24,40610,60,0
20255,17.06783682692336,29415,29,470,36,32793,12,1
24793,24.43638667955964,162157,18,573,45,20931,36,1
30548,21.82117833721362,166080,33,751,27,2153,60,1
38892,23.10636318747833,107638,37,424,44,28911,48,1
2015,17.314975130545353,38452,22,682,30,8019,48,0
28712,20.835293506053176,159192,0,616,19,19873,12,1
35961,25.138147839401423,130205,2,406,39,41291,12,1
9415,14.947104388925576,38170,2,762,37,31631,48,1
47318,25.149472521689592,36259,27,729,60,37929,48,1
48280,19.80042106972657,42099,13,636,22,17028,24,1
24833,9.147525609269657,160721,29,795,23,34620,36,1
5158,5.617103930614615,149394,4,661,52,40491,24,0
21309,14.068840009978802,79258,14,731,18,48474,24,0
7970,18.667408207408496,192109,37,819,52,10623,48,0
7938,25.99550880508721,31805,13,705,20,19968,36,1
22168,8.187142003506155,63147,13,676,53,3809,48,0
47540,25.005158692089477,94280,7,451,24,34079,24,1
21384,26.575226151680674,197125,7,621,46,27371,24,1
19017,8.767187175020844,126777,18,513,32,43966,48,0
11344,26.289857982605476,117841,31,364,28,39006,12,1
41034,29.7863391960698,144726,30,569,35,31739,12,1
9702,23.170970776205937,148359,28,836,61,7788,48,0
1384,24.6192420456247,96215,10,399,21,6977,60,0
1404,29.860381688971835,132909,12,404,41,39177,60,1
41943,20.137031263148636,115365,26,430,28,34838,12,1
48926,12.697159550406235,30985,18,688,23,2656,36,0
30189,25.938270851901393,32391,25,620,68,4134,24,0
13763,20.362144437790782,24861,36,737,35,29431,36,1
19384,19.529885593023913,54364,8,318,32,3484,12,1
33606,11.340888887850957,102399,27,524,20,49565,48,1
10860,23.908356739572167,62923,31,759,34,43622,60,1
39757,7.041681896502406,158991,2,693,50,47312,12,1
16106,28.10717676986653,105818,31,525,51,45077,36,1
24574,13.14558651926212,198468,4,659,47,38916,36,0
24524,8.194366319749761,185912,7,729,36,27274,12,0
4636,16.05916332756047,193327,13,314,26,20693,24,1
11916,6.061747731413329,91160,2,845,57,38559,36,0
5809,22.115654856624158,148165,23,713,61,17303,24,1
33201,27.567637761133906,159248,12,654,48,19594,24,1
14456,25.93157517846272,53529,28,756,44,19103,48,0
49212,8.184236836197027,164013,7,830,64,11858,12,0
39765,8.156778427693297,21669,30,495,42,15002,12,1
35816,25.335862058106603,137373,25,414,24,4895,24,1
46106,28.1063568650779,64859,17,716,65,43324,48,1
18100,16.516745745837227,75786,17,651,24,49944,36,1
22949,17.47427792284415,191148,6,374,37,25151,36,1
5544,12.956551034643148,40323,37,335,61,9919,12,0
38744,27.35662795641035,26021,15,541,66,44187,24,1
46543,21.1225726323089,59807,32,362,60,21927,48,1
43783,12.206289429184213,148305,2,808,53,28147,48,1
27657,12.46957177635629,70355,37,487,36,12378,36,0
37187,27.28000182659006,133415,3,392,19,36493,36,1
48198,5.340850597645536,195804,35,304,51,21545,60,0
8239,13.06816431816596,28711,3,737,34,44326,60,0
15489,18.858917030409227,27904,8,465,41,13057,24,0
44125,8.705436552483116,84033,39,745,26,1360,60,1
29538,7.302468854989745,106478,16,324,18,2048,48,1
33049,25.381908277264,140035,16,807,59,39020,60,1
38131,27.36010971621268,23093,32,397,45,43935,12,1
43944,25.590160519954736,44918,19,567,32,22482,12,1
9427,27.469697243433693,160466,13,692,38,25663,36,1
42348,18.827799276459288,144501,21,584,32,32973,36,1
25285,25.306453024758547,112510,26,408,40,44446,24,1
38626,14.601065959777511,113708,2,326,19,15185,12,0
43808,21.65669653697596,117819,23,354,63,19699,24,1
23928,29.72088828472911,164352,29,432,53,41582,24,1
20198,10.643193095978186,56303,7,351,67,18061,60,1
20758,14.747493657277015,47453,21,792,26,11479,36,1
16254,17.00118443275214,128886,24,597,19,43972,24,0
45238,8.450387175501293,80695,9,698,19,46607,24,1
2252,7.025965261626419,176837,28,317,35,44597,36,1
40764,25.74307165804061,153412,39,545,34,10892,36,0
13173,29.419859320689653,58057,0,802,58,23931,12,1
38441,15.118126595741467,151669,20,388,25,34639,36,1
27698,7.1912459048663315,114655,38,502,51,24654,60,1
16781,6.645294017264412,35025,23,539,51,22942,12,0
14051,27.282955159007468,27145,8,789,22,6934,24,0
40649,16.595356243192,121206,25,312,61,29733,60,0
7949,13.000682914059798,61723,8,614,46,19612,60,1
43289,16.911531780984987,93230,19,497,45,35103,12,1
9017,12.957602367308684,155902,34,542,33,31855,24,0
7941,17.225894382690498,175002,35,806,31,34493,12,0
26934,26.48890992294842,174824,35,342,69,9306,48,0
24386,19.807534276552392,128138,8,629,19,38753,48,0
11209,22.366344320254385,82040,21,728,57,39984,12,1
18715,14.116766905858414,128668,0,461,21,16544,24,0
29920,23.462646962762967,75030,4,734,69,1425,24,0
32703,21.665427121984308,76815,8,532,58,1733,36,0
43318,7.989049943801412,132789,36,410,69,45375,60,1
5637,19.316071327889617,186762,37,531,48,10603,12,1
5854,11.41858740774395,77923,18,572,43,12152,60,0
44088,25.10239174083982,187644,7,340,44,15801,60,0
38660,15.648442711673486,87904,31,765,68,18906,48,0
40811,29.867104129912178,180275,12,376,51,29437,48,1
20856,7.312510948474094,97088,19,789,48,16985,12,1
22833,24.508696568503964,25608,35,416,65,26935,12,0
20963,21.842543338553913,65667,36,733,28,42515,24,0
37932,24.187470764767635,75547,29,318,25,21068,12,1
28169,12.688244887261408,173557,9,495,29,13531,24,0
8941,17.301362234560017,160934,30,750,52,46753,24,0
15388,24.91271299309271,148391,24,724,62,34288,12,1
6569,10.813533290521374,95948,28,693,51,35158,24,0
5300,10.650829919716301,91880,23,583,30,25481,60,1
40037,18.77627383237331,77560,38,333,44,26226,24,0
37586,18.089089488246394,135063,20,594,25,1117,60,0
13015,12.056561760323321,114218,8,550,64,32661,60,1
46002,12.451891263120569,134462,1,638,38,40068,60,1
7254,11.946129080164138,179487,3,739,58,42484,36,1
18144,24.28780154996219,170395,7,479,28,12459,36,1
25214,21.297521639061515,37997,31,527,39,21105,24,1
41118,25.81042958525632,141266,13,322,38,38909,12,1
16183,29.386825707850544,23679,12,626,45,19464,24,0
